t,x,x_ref,y,y_ref,phi,phi_ref,v_r,v_ref,delta_f,delta_ref,a,w_delta,est_dist_y,real_dist_y
16.9,42.0806,42,0.184478,0,-0.00398092,0,2.32579,2.5,-0.054033,0,0.153494,0.0108579,0.198749,0.275851
17,42.2985,42.5,0.206197,0,-0.00771981,0,1.90987,2.5,-0.0450182,0,0.988737,-0.073013,0.223111,0.2814
17.1,42.4812,42.75,0.238813,0,-0.00980611,0,1.82698,2.5,-0.0518662,0,1.49065,-0.0527562,0.208737,0.286246
17.2,42.6647,42.75,0.271098,0,-0.0120898,0,1.8469,2.5,-0.0510095,0,1.69336,-0.0576885,0.216102,0.290376
17.3,42.8629,43.25,0.294241,0,-0.0183387,0,1.77692,2.5,-0.116849,0,2.0015,0.115032,0.233544,0.29378
17.4,43.027,43.5,0.322389,0,-0.024514,0,1.69327,2.5,-0.144828,0,2.37627,0.184292,0.229555,0.29645
17.5,43.2072,43.75,0.348021,0,-0.0322344,0,2.02121,2.5,-0.0932241,0,2.02997,0.0585906,0.258471,0.29838
17.6,43.4083,44,0.38004,0,-0.0397688,0,2.09227,2.5,-0.125456,0,1.85167,0.178729,0.23197,0.299563
17.7,43.6159,44,0.392278,0,-0.0477653,0,1.91577,2.5,-0.120506,0,2.14142,0.189925,0.235614,0.299998
17.8,43.8236,44.5,0.4179,0,-0.0552413,0,2.29399,2.5,-0.0789019,0,1.64759,0.0910081,0.258145,0.299682
17.9,44.0571,44.75,0.43408,0,-0.0610452,0,2.34538,2.5,-0.0898018,0,1.42389,0.150105,0.254639,0.298618
18,44.3031,45,0.451298,0,-0.0678807,0,2.51361,2.5,-0.072985,0,1.0564,0.134591,0.26186,0.296807
18.1,44.585,45.25,0.456965,0,-0.0752141,0,3.21746,2.5,-0.0699623,0,-0.64901,0.159039,0.288193,0.294255
18.2,44.8969,45.25,0.457005,0,-0.0810848,0,2.99566,2.5,-0.0495677,0,-0.338167,0.134996,0.275171,0.290967
18.3,45.1898,45.75,0.460309,0,-0.0852124,0,2.87217,2.5,-0.021138,0,-0.253495,0.0880867,0.295279,0.286952
18.4,45.4621,46,0.464667,0,-0.0876994,0,2.54503,2.5,-0.0341745,0,0.074609,0.117032,0.347749,0.282219
18.5,45.7127,46.25,0.474023,0,-0.0893036,0,2.50532,2.5,-0.0310473,0,0.096019,0.113625,0.358025,0.276781
18.6,45.9831,46.5,0.48219,0,-0.0895457,0,2.89767,2.5,0.00030225,0,-0.290641,0.0437128,0.343234,0.270652
18.7,46.2562,46.5,0.485541,0,-0.0897816,0,2.78887,2.5,-0.00823606,0,-0.178926,0.117914,0.299339,0.263845
18.8,46.5426,47,0.483225,0,-0.091346,0,2.75273,2.5,-0.027412,0,-0.169835,0.157474,0.29804,0.25638
18.9,46.8254,47.25,0.486548,0,-0.0937335,0,2.92113,2.5,-0.020202,0,-0.358282,0.138051,0.332197,0.248273
19,47.1016,47.5,0.486014,0,-0.095901,0,2.65606,2.5,-0.00261066,0,-0.0966335,0.119595,0.367531,0.239546
19.1,47.3686,47.75,0.478979,0,-0.0951143,0,2.45179,2.5,0.00823751,0,0.108041,0.11166,0.358411,0.23022
19.2,47.6201,47.75,0.468225,0,-0.0950024,0,2.42901,2.5,0.0120518,0,0.0980073,0.127453,0.339169,0.220319
19.3,47.8485,48.25,0.469339,0,-0.0930292,0,2.10337,2.5,0.0490076,0,0.928212,0.0189536,0.346771,0.209867
19.4,48.0754,48.5,0.472299,0,-0.0885798,0,2.58556,2.5,0.0502333,0,-0.0760467,0.0916393,0.298358,0.198891
19.5,48.3398,48.75,0.465531,0,-0.0826653,0,2.61539,2.5,0.0850033,0,-0.0505152,-0.00300653,0.280747,0.187417
19.6,48.6031,49,0.462099,0,-0.0753376,0,2.81096,2.5,0.076,0,-0.319126,0.0533453,0.27458,0.175475
19.7,48.8632,49,0.460592,0,-0.069309,0,2.64165,2.5,0.0826563,0,-0.137287,0.0439018,0.243181,0.163095
19.8,49.1315,49.5,0.456596,0,-0.0584207,0,2.66721,2.5,0.138981,0,-0.211471,-0.138419,0.234819,0.150306
19.9,49.3903,49.75,0.454607,0,-0.0466133,0,2.49728,2.5,0.120222,0,-0.00457117,-0.0910421,0.242289,0.137142
20,49.6257,50,0.454434,0,-0.0371258,0,2.49878,2.5,0.118988,0,0.0249476,-0.0591408,0.233244,0.123636
20.1,49.8662,50.25,0.455166,0.00156248,-0.028044,0.0125,2.20698,2.5,0.105206,0,0.576541,-0.0520265,0.243571,0.10982
20.2,50.0804,50.25,0.462956,0.00156248,-0.0201584,0.0125,2.18726,2.5,0.0990396,0,0.814601,-0.0167114,0.214687,0.0957295
20.3,50.2981,50.7498,0.466523,0.0140609,-0.0130935,0.0375,2.2705,2.5,0.08702,0,0.776003,0.0215624,0.191627,0.0814
20.4,50.5644,50.9996,0.467468,0.0249948,-0.00276322,0.05,2.71807,2.5,0.104027,0,-0.238404,0.0609272,0.127007,0.066867
20.5,50.8201,51.2492,0.476207,0.0390498,0.00848393,0.0625,2.46977,2.5,0.128932,0,0.108122,-0.059469,0.17239,0.0521668
20.6,51.0342,51.4986,0.484789,0.0562236,0.0171584,0.075,1.83643,2.5,0.111194,0,1.30673,-0.0063106,0.160639,0.0373363
20.7,51.229,51.4986,0.485652,0.0562236,0.0259567,0.075,2.15162,2.5,0.118315,0,1.2119,-0.0147207,0.1456,0.0224125
20.8,51.4397,51.9967,0.496653,0.0999167,0.0350679,0.1,2.22369,2.5,0.119206,0,1.08688,0.0123128,0.126679,0.00743263
20.9,51.6865,52.2453,0.503805,0.126429,0.0454726,0.1125,2.56591,2.5,0.105547,0,0.0944083,0.0820706,0.0807611,-0.00756581
21,51.9462,52.4935,0.518305,0.156047,0.0556342,0.125,2.50231,2.5,0.110518,0,0.262145,0.0388223,0.0890116,-0.0225453
21.1,52.1778,52.7413,0.530371,0.188765,0.0662018,0.1375,2.61145,2.5,0.17637,0,0.0408989,-0.110193,0.102454,-0.0374685
21.2,52.4434,52.7413,0.550242,0.188765,0.0809795,0.1375,2.73704,2.5,0.146908,0,-0.248982,0.0215283,0.0743907,-0.052298
21.3,52.7074,53.2357,0.56258,0.263482,0.0923602,0.1625,2.83287,2.5,0.120793,0,-0.486222,0.0737739,0.0721031,-0.0669968
21.4,53.0003,53.4822,0.576196,0.305469,0.104247,0.175,3.11544,2.5,0.12039,0,-1.12762,0.0629266,0.0493214,-0.0815282
21.5,53.2861,53.7281,0.59114,0.350534,0.116382,0.1875,2.67307,2.5,0.104955,0,-0.623885,0.122593,0.0455445,-0.0958558
21.6,53.5681,53.9734,0.614278,0.398668,0.126384,0.2,3.07092,2.5,0.0970822,0,-1.2345,0.17137,0.0298358,-0.109944
21.7,53.8455,53.9734,0.645215,0.398668,0.13602,0.2,2.79099,2.5,0.102077,0,-0.944739,0.178191,0.0179471,-0.123757
21.8,54.1269,54.4621,0.670005,0.504118,0.147052,0.225,3.02018,2.5,0.132043,0,-1.30066,0.0831871,0.0378204,-0.137261
21.9,54.4079,54.7055,0.704634,0.561416,0.158542,0.2375,2.71639,2.5,0.106165,0,-0.9369,0.176459,0.0295509,-0.150422
22,54.6554,54.9481,0.728226,0.621752,0.170613,0.25,2.22097,2.5,0.160976,0,0.071416,0.0694007,-0.0264525,-0.163206
22.1,54.8709,55.1899,0.743451,0.685115,0.184488,0.2625,2.12711,2.5,0.213342,0,0.512674,-0.0443039,-0.0875614,-0.175583
22.2,55.0582,55.1899,0.759784,0.685115,0.198602,0.2625,1.78499,2.5,0.206655,0,1.42619,-0.00654192,-0.110688,-0.187521
22.3,55.2536,55.6711,0.78135,0.820885,0.212401,0.2875,2.0867,2.5,0.196603,0,1.29472,0.0390188,-0.136465,-0.19899
22.4,55.4411,55.9104,0.803028,0.89327,0.225022,0.3,2.02115,2.5,0.160716,0,1.43722,0.14079,-0.129076,-0.209962
22.5,55.6596,56.1488,0.838384,0.968641,0.237297,0.3125,2.53078,2.5,0.154123,0,0.67472,0.162914,-0.125106,-0.22041
22.6,55.8992,56.3862,0.87741,1.04699,0.252934,0.325,2.24167,2.5,0.198757,0,0.982263,0.0440877,-0.145286,-0.230306
22.7,56.1062,56.3862,0.919107,1.04699,0.26884,0.325,2.08741,2.5,0.20359,0,1.40545,0.0318785,-0.128019,-0.239626
22.8,56.3036,56.858,0.95134,1.21255,0.282584,0.35,2.11151,2.5,0.175088,0,1.59073,0.146794,-0.184134,-0.248348
22.9,56.5106,57.0923,0.982788,1.29974,0.293912,0.3625,2.49715,2.5,0.160177,0,1.00415,0.206822,-0.203096,-0.256449
23,56.7358,57.3255,1.0282,1.38985,0.306062,0.375,2.09506,2.5,0.18403,0,1.56953,0.164878,-0.239883,-0.263909
23.1,56.9466,57.5575,1.06222,1.48287,0.321396,0.3875,1.99824,2.5,0.211829,0,2.00414,0.0911473,-0.231528,-0.270709
23.2,57.1395,57.5575,1.1018,1.48287,0.336961,0.3875,2.1909,2.5,0.237421,0,1.90298,0.0211799,-0.248271,-0.276833
23.3,57.3818,58.018,1.15991,1.67757,0.360462,0.4125,2.5544,2.5,0.255223,0,1.33595,-0.0174424,-0.290496,-0.282264
23.4,57.6203,58.2464,1.22175,1.77923,0.380394,0.425,2.46408,2.5,0.208189,0,1.31471,0.104804,-0.294642,-0.286991
23.5,57.8548,58.4735,1.28943,1.88373,0.398154,0.4375,2.54691,2.5,0.22822,0,1.18396,0.0412604,-0.285032,-0.290999
23.6,58.0938,58.6993,1.35901,1.99106,0.417816,0.45,2.42445,2.5,0.246983,0,1.36449,-0.0431274,-0.255017,-0.294281
23.7,58.3259,58.6993,1.43411,1.99106,0.438599,0.45,2.68681,2.5,0.232549,0,1.00616,-0.000217909,-0.281154,-0.296827
23.8,58.5654,59.1468,1.52471,2.21415,0.462261,0.475,2.77141,2.5,0.239475,0,0.776317,-0.0376278,-0.314013,-0.298631
23.9,58.8173,59.3684,1.63327,2.32987,0.486526,0.4875,3.05195,2.5,0.223027,0,-0.227065,-0.0583951,-0.277984,-0.299689
24,59.089,59.5885,1.74826,2.44835,0.510576,0.5,3.12311,2.5,0.242669,0,-0.402322,-0.125088,-0.296392,-0.299997
24.1,59.3536,59.8072,1.86671,2.56957,0.536423,0.5125,3.01635,2.5,0.207102,0,-0.27895,-0.0465051,-0.327359,-0.299556
24.2,59.6076,59.8072,1.99268,2.56957,0.557999,0.5125,2.91405,2.5,0.18539,0,-0.155429,-0.0203528,-0.321098,-0.298366
24.3,59.8555,60.2398,2.12487,2.82017,0.575954,0.5375,2.7992,2.5,0.182545,0,0.145307,-0.00333128,-0.282672,-0.29643
24.4,60.0981,60.4537,2.26011,2.94951,0.594592,0.55,2.88047,2.5,0.178345,0,-0.144731,-0.0378586,-0.271215,-0.293753
24.5,60.3492,60.6661,2.40276,3.08151,0.612807,0.5625,3.07398,2.5,0.165385,0,-0.433373,-0.0337982,-0.269346,-0.290342
24.6,60.6107,60.8767,2.56809,3.21615,0.628759,0.575,3.15012,2.5,0.117907,0,-0.707674,0.0965934,-0.246267,-0.286206
24.7,60.851,60.8767,2.71626,3.21615,0.643639,0.575,2.90748,2.5,0.150627,0,-0.291187,-0.0393023,-0.228346,-0.281354
24.8,61.0817,61.2928,2.86059,3.49329,0.657289,0.6,2.93213,2.5,0.116965,0,-0.385802,0.0780256,-0.235953,-0.275799
24.9,61.2963,61.4983,3.00462,3.63573,0.666989,0.6125,2.54803,2.5,0.123181,0,0.25131,0.061525,-0.262839,-0.269554
25,61.4932,61.7019,3.137,3.78074,0.677892,0.625,2.56195,2.5,0.100766,0,0.461414,0.135101,-0.27414,-0.262636
25.1,61.6958,61.9038,3.27737,3.92828,0.686027,0.6375,2.57181,2.5,0.0718168,0,0.520348,0.210376,-0.274492,-0.255061
25.2,61.9072,61.9038,3.42164,3.92828,0.69283,0.6375,2.5782,2.5,0.0864913,0,0.545186,0.194269,-0.269346,-0.246849
25.3,62.1062,62.3018,3.56582,4.23086,0.700954,0.6625,2.46162,2.5,0.11051,0,0.779536,0.147875,-0.264916,-0.238019
25.4,62.2973,62.4979,3.69954,4.38586,0.71188,0.675,2.66054,2.5,0.159987,0,0.58473,0.0300687,-0.307145,-0.228595
25.5,62.4916,62.6921,3.84453,4.5433,0.726269,0.6875,2.64461,2.5,0.150347,0,0.545613,0.072372,-0.297103,-0.218599
25.6,62.6836,62.8844,4.00685,4.70316,0.739584,0.7,2.73773,2.5,0.147601,0,0.273822,0.0517948,-0.265431,-0.208058
25.7,62.8851,63.0746,4.16638,4.8654,0.753528,0.7125,2.77552,2.5,0.144527,0,0.160803,0.064374,-0.288446,-0.196996
25.8,63.0865,63.2627,4.34282,5.03001,0.766688,0.725,2.82169,2.5,0.135626,0,0.110912,0.0972834,-0.313017,-0.185441
25.9,63.2986,63.4488,4.53171,5.19696,0.782154,0.7375,3.11586,2.5,0.148309,0,-0.490767,0.063318,-0.263682,-0.173423
26,63.5153,63.6328,4.72917,5.36622,0.799216,0.75,2.86032,2.5,0.173226,0,-0.21226,-0.0398542,-0.243924,-0.160972
26.1,63.7008,63.8146,4.90931,5.53777,0.815375,0.7625,2.73783,2.5,0.177228,0,-0.0736996,-0.0720592,-0.207357,-0.148118
26.2,63.8948,63.9943,5.09875,5.71158,0.832339,0.775,2.95042,2.5,0.16767,0,-0.393072,-0.0507016,-0.209352,-0.134894
26.3,64.0906,64.1718,5.30468,5.88762,0.849519,0.7875,2.87321,2.5,0.192054,0,-0.322528,-0.135308,-0.175832,-0.121333
26.4,64.2695,64.3471,5.50375,6.06587,0.866462,0.8,2.53029,2.5,0.165192,0,0.155851,-0.0927875,-0.151274,-0.107469
26.5,64.4423,64.5202,5.6965,6.24629,0.880958,0.8125,2.74816,2.5,0.169496,0,-0.172826,-0.111883,-0.114757,-0.0933358
26.6,64.6253,64.691,5.91336,6.42886,0.89981,0.825,3.02686,2.5,0.198954,0,-0.726895,-0.227316,-0.101455,-0.0789695
26.7,64.8095,64.8594,6.14402,6.61355,0.919102,0.8375,3.29881,2.5,0.178508,0,-1.42378,-0.198431,-0.112893,-0.0644059
26.8,65.0023,65.0256,6.39091,6.80034,0.940474,0.85,3.16953,2.5,0.19139,0,-1.46825,-0.3057,-0.123028,-0.0496813
26.9,65.1652,65.1894,6.62924,6.98918,0.958532,0.8625,3.00715,2.5,0.162181,0,-1.28265,-0.237185,-0.119451,-0.0348324
27,65.3308,65.3509,6.86084,7.18006,0.973152,0.875,2.78573,2.5,0.131572,0,-0.868724,-0.159248,-0.139842,-0.0198966
27.1,65.4782,65.5099,7.09694,7.37295,0.982887,0.8875,2.68969,2.5,0.0607002,0,-0.324997,0.0373334,-0.115717,-0.00491096
27.2,65.6189,65.6665,7.31962,7.5678,0.988605,0.9,2.7568,2.5,0.0503597,0,-0.319802,0.0533308,-0.143378,0.0100869
27.3,65.7734,65.8207,7.55162,7.7646,0.993825,0.9125,2.361,2.5,0.062342,0,0.157724,0.0127571,-0.109874,0.0250596
27.4,65.9235,65.9724,7.77426,7.96331,1.00227,0.925,2.75259,2.5,0.0954797,0,-0.423358,-0.0709746,-0.111523,0.0399696
27.5,66.0634,66.1216,7.9985,8.1639,1.01126,0.9375,2.59239,2.5,0.105523,0,-0.338897,-0.0983719,-0.090655,0.0547797
27.6,66.1989,66.2683,8.21992,8.36634,1.02061,0.95,2.78089,2.5,0.107208,0,-0.737767,-0.105484,-0.0524212,0.0694529
27.7,66.3508,66.4125,8.46726,8.5706,1.02987,0.9625,2.812,2.5,0.103992,0,-0.956918,-0.0787896,-0.0430186,0.0839526
27.8,66.4783,66.554,8.7088,8.77664,1.03785,0.975,2.44878,2.5,0.0648141,0,-0.1426,0.024588,0.0130323,0.0982423
27.9,66.5904,66.693,8.9021,8.98444,1.0436,0.9875,2.07596,2.5,0.0642289,0,0.441839,0.0178526,0.0273204,0.112287
28,66.6883,66.8294,9.08763,9.19395,1.04795,1,1.81096,2.5,0.0793627,0,1.11536,-0.0224748,0.0224244,0.12605
28.1,66.8021,66.9632,9.28943,9.40516,1.05491,1.0125,2.5459,2.5,0.102436,0,0.0775766,-0.0522594,0.0394829,0.139499
28.2,66.9231,67.0943,9.52603,9.61802,1.06276,1.025,2.31289,2.5,0.0665387,0,0.166672,0.0683608,-0.0142034,0.152598
28.3,67.0338,67.2227,9.7441,9.83251,1.06678,1.0375,2.18855,2.5,0.0489865,0,0.312026,0.0828707,0.00816944,0.165317
28.4,67.1343,67.3485,9.94327,10.0486,1.07138,1.05,2.01265,2.5,0.0896405,0,0.903229,0.0237476,0.00502798,0.177622
28.5,67.225,67.4715,10.1247,10.2662,1.07638,1.0625,1.76333,2.5,0.0670293,0,1.5765,0.0562693,0.0286346,0.189483
28.6,67.3132,67.5918,10.3072,10.4854,1.08145,1.075,1.96838,2.5,0.0905818,0,1.46371,0.0269201,0.0635887,0.200871
28.7,67.3933,67.7094,10.5043,10.706,1.08928,1.0875,1.79473,2.5,0.148106,0,1.79085,-0.122158,0.08349,0.211756
28.8,67.4761,67.8241,10.6785,10.9281,1.09706,1.1,1.60427,2.5,0.107316,0,2.24364,-0.0124215,0.127903,0.222113
28.9,67.5465,67.9362,10.8529,11.1516,1.10339,1.1125,1.58866,2.5,0.0901098,0,2.49996,0.0543934,0.123954,0.231914
29,67.6198,68.0454,11.0322,11.3765,1.10698,1.125,1.86754,2.5,0.0475188,0,2.12858,0.180257,0.159878,0.241135
29.1,67.7104,68.1517,11.2236,11.6027,1.11008,1.1375,2.02665,2.5,0.0343491,0,1.77192,0.219964,0.171273,0.249754
29.2,67.8075,68.2553,11.4516,11.8303,1.11311,1.15,2.3167,2.5,0.0689062,0,1.13707,0.163322,0.20722,0.257749
29.3,67.9196,68.356,11.7023,12.0591,1.11976,1.1625,2.49135,2.5,0.0823656,0,0.645375,0.149743,0.196005,0.265099
29.4,68.0169,68.4538,11.9409,12.2891,1.12668,1.175,2.08132,2.5,0.0834461,0,1.24136,0.159029,0.156765,0.271786
29.5,68.1083,68.5487,12.1362,12.5204,1.13362,1.1875,1.93004,2.5,0.099173,0,1.79147,0.129017,0.11784,0.277795
29.6,68.1806,68.6408,12.3361,12.7528,1.14079,1.2,2.05702,2.5,0.127001,0,1.80947,0.0657435,0.103722,0.283109
29.7,68.2749,68.7299,12.5672,12.9864,1.15093,1.2125,2.24618,2.5,0.149373,0,1.54864,0.03702,0.0793903,0.287715
29.8,68.3706,68.8161,12.8067,13.2211,1.16256,1.225,2.4597,2.5,0.138927,0,0.998347,0.0608042,0.150529,0.291602
29.9,68.4658,68.8994,13.0687,13.4568,1.17594,1.2375,2.51216,2.5,0.158067,0,0.774076,0.00738939,0.128073,0.294761
30,68.5618,68.9797,13.3409,13.6936,1.19043,1.25,2.70651,2.5,0.180639,0,0.156173,-0.0456817,0.137475,0.297182
30.1,68.6573,69.057,13.6077,13.9313,1.20617,1.2625,2.71948,2.5,0.156097,0,-0.0661989,-0.000127871,0.215466,0.298861
30.2,68.7566,69.1314,13.8922,14.17,1.22222,1.275,2.7609,2.5,0.184309,0,-0.26517,-0.054012,0.197844,0.299793
30.3,68.844,69.2028,14.1845,14.4096,1.23891,1.2875,2.67916,2.5,0.178105,0,-0.281883,-0.0755382,0.231514,0.299975
30.4,68.929,69.2712,14.477,14.65,1.25778,1.3,2.85061,2.5,0.2236,0,-0.662863,-0.197271,0.245121,0.299408
30.5,69.0242,69.3365,14.7961,14.8913,1.28444,1.3125,3.31014,2.5,0.263138,0,-1.70673,-0.367808,0.274972,0.298092
30.6,69.1078,69.3989,15.1168,15.1334,1.31367,1.325,2.81512,2.5,0.285497,0,-1.31346,-0.458031,0.286913,0.296032
30.7,69.1817,69.4582,15.4191,15.3763,1.34019,1.3375,2.60132,2.5,0.261187,0,-0.915185,-0.437846,0.28553,0.293231
30.8,69.235,69.5145,15.6933,15.6199,1.36271,1.35,2.50354,2.5,0.23379,0,-0.669947,-0.387721,0.274619,0.289697
30.9,69.2899,69.5677,15.9706,15.8641,1.38275,1.3625,2.63164,2.5,0.208479,0,-0.915633,-0.372771,0.297028,0.28544
31,69.3415,69.6179,16.2469,16.109,1.39846,1.375,2.36619,2.5,0.170023,0,-0.589594,-0.271977,0.290727,0.280469
31.1,69.3763,69.665,16.4843,16.3546,1.41035,1.3875,2.05518,2.5,0.141764,0,0.0731967,-0.22011,0.263171,0.274796
31.2,69.4099,69.709,16.732,16.6007,1.42101,1.4,2.42257,2.5,0.142259,0,-0.355466,-0.218734,0.256105,0.268437
31.3,69.4483,69.7499,17.0057,16.8473,1.4326,1.4125,2.62954,2.5,0.130355,0,-0.894802,-0.175591,0.261401,0.261407
31.4,69.4753,69.7878,17.286,17.0944,1.44456,1.425,2.64137,2.5,0.131083,0,-1.14108,-0.195395,0.266389,0.253724
31.5,69.5073,69.8226,17.5734,17.342,1.45627,1.4375,2.7478,2.5,0.104579,0,-1.46939,-0.109187,0.257216,0.245407
31.6,69.5352,69.8543,17.8701,17.5899,1.46418,1.45,2.7553,2.5,0.0624295,0,-1.65422,0.0239134,0.237973,0.236476
31.7,69.5608,69.8828,18.1661,17.8383,1.46743,1.4625,2.3766,2.5,0.0114457,0,-1.12012,0.168346,0.243546,0.226954
31.8,69.584,69.9083,18.4237,18.087,1.46957,1.475,2.09083,2.5,0.0446263,0,-0.453655,0.0964277,0.234658,0.216864
31.9,69.6027,69.9307,18.6425,18.336,1.47365,1.4875,2.10622,2.5,0.0550918,0,0.0720148,0.108614,0.232084,0.206233
32,69.6253,69.9499,18.8728,18.5853,1.47774,1.5,2.22891,2.5,0.0215908,0,-0.2708,0.219158,0.196073,0.195086
32.1,69.6414,69.966,19.1307,18.8347,1.48088,1.5125,2.27669,2.5,0.0526957,0,-0.425185,0.175101,0.178948,0.183452
32.2,69.6589,69.979,19.3579,19.0844,1.48471,1.525,2.18195,2.5,0.0433158,0,-0.297554,0.240884,0.180238,0.171359
32.3,69.679,69.979,19.6056,19.0844,1.48892,1.525,2.46285,2.5,0.0703706,0,-0.768866,0.208697,0.198835,0.158838
32.4,69.6938,69.9889,19.8633,19.3342,1.49763,1.5375,2.54116,2.5,0.159616,0,-1.12007,-0.018152,0.252411,0.14592
32.5,69.7126,69.9993,20.1194,19.8341,1.51218,1.5625,2.34033,2.5,0.17737,0,-0.926789,-0.0206903,0.263806,0.132637
32.6,69.7181,69.9998,20.3744,20.0841,1.52754,1.575,2.45807,2.5,0.187514,0,-1.07252,-0.0689851,0.248864,0.119022
